"corpus_string","Freq"
"eft",1
"egg",1
"eggs",1
"egotism",1
"egress",1
"ejaculating",1
"ejaculations",1
"elapsed",1
"elation",1
"elbows",1
"electric",1
"elegance",1
"elegancies",1
"elevate",1
"elicit",1
"eloquent",1
"elysium",1
"embalming",1
"embarrassing",1
"embellishment",1
"embodies",1
"embracing",1
"embrowned",1
"emerge",1
"emerging",1
"eminent",1
"eminently",1
"emissaries",1
"emperor",1
"emphasis",1
"emphatically",1
"employed",1
"employers",1
"empower",1
"ems",1
"emulated",1
"emulous",1
"enable",1
"enacted",1
"enchanting",1
"encompassed",1
"encouragingly",1
"encroached",1
"endearment",1
"endless",1
"endurable",1
"energies",1
"engagement",1
"engaging",1
"engrossing",1
"enigmatical",1
"enjoyment",1
"enjoyments",1
"enlarge",1
"enlightened",1
"enlightening",1
"enlisted",1
"enormous",1
"enow",1
"ensconcing",1
"ensure",1
"entangled",1
"enters",1
"entertainer",1
"entertains",1
"enticed",1
"entrails",1
"entreating",1
"entrust",1
"envied",1
"envying",1
"epithet",1
"equality",1
"equalled",1
"equipping",1
"erase",1
"erected",1
"erecting",1
"ered",1
"errands",1
"erred",1
"espionage",1
"essayed",1
"essence",1
"establishing",1
"estates",1
"estimating",1
"eternity",1
"evaporated",1
"evasive",1
"eve",1
"everyday",1
"everyone",1
"everywhere",1
"evident",1
"exacting",1
"exaggerate",1
"exaggeratedly",1
"exalting",1
"examining",1
"exasperating",1
"exceeded",1
"exceeding",1
"excellencies",1
"excellent",1
"excellently",1
"excite",1
"excluded",1
"excommunicated",1
"excursions",1
"execrated",1
"executed",1
"exerted",1
"exertions",1
"exhausting",1
"exhibiting",1
"existed",1
"exotic",1
"expanded",1
"expanding",1
"expansive",1
"expects",1
"expedition",1
"expeditions",1
"expeditiously",1
"expenses",1
"expensive",1
"experiments",1
"expire",1
"expiring",1
"explode",1
"exploded",1
"expostulating",1
"expressive",1
"extinct",1
"extinguish",1
"extinguisher",1
"extorted",1
"extraordinary",1
"extremities",1
"extremity",1
"extricate",1
"exuberance",1
"exulting",1
"eyesight",1
"f",1
"fabulous",1
"facial",1
"facing",1
"facts",1
"faculty",1
"fagots",1
"failing",1
"failings",1
"failure",1
"fainthearted",1
"fairies",1
"fairishes",1
"faishion",1
"faithfully",1
"falling",1
"familiarity",1
"famous",1
"fangs",1
"fantastic",1
"fascinating",1
"fascination",1
"fashioned",1
"fastening",1
"fastidiousness",1
"fat",1
"fated",1
"fatherless",1
"fathers",1
"fatigued",1
"favour",1
"favours",1
"fawn",1
"fawning",1
"feard",1
"fearing",1
"fearless",1
"feast",1
"feather",1
"feathered",1
"feathery",1
"feature",1
"featured",1
"february",1
"fed",1
"feebleness",1
"feebly",1
"feigned",1
"feigning",1
"fellows",1
"fellowship",1
"felony",1
"female",1
"females",1
"fend",1
"fender",1
"ferociously",1
"ferret",1
"fertile",1
"fervently",1
"fervour",1
"festoons",1
"fetcher",1
"fetches",1
"fetching",1
"feud",1
"fevers",1
"fickleness",1
"fiercest",1
"fifth",1
"fighting",1
"figuratively",1
"fill",1
"final",1
"finds",1
"finer",1
"fires",1
"fireside",1
"firing",1
"firmer",1
"firmly",1
"firstly",1
"fitted",1
"fixing",1
"flagged",1
"flaming",1
"flapping",1
"flash",1
"flatly",1
"flatness",1
"flattery",1
"fleecy",1
"flees",1
"flies",1
"flighted",1
"flights",1
"flinched",1
"flings",1
"flint",1
"flinty",1
"flippant",1
"floating",1
"flock",1
"flog",1
"flooding",1
"floundered",1
"flour",1
"flowing",1
"flown",1
"flows",1
"fluent",1
"flurry",1
"fluttered",1
"fluttering",1
"flutterings",1
"foamed",1
"foe",1
"foil",1
"folds",1
"fooil",1
"fooit",1
"foolishness",1
"fools",1
"footed",1
"footing",1
"footman",1
"footmarks",1
"footstool",1
"forbearance",1
"forbearing",1
"forbidding",1
"forbids",1
"forces",1
"forcibly",1
"forebodingly",1
"forebodings",1
"foregathered",1
"forego",1
"foreign",1
"foreigners",1
"foremost",1
"foresee",1
"foresight",1
"forged",1
"forgetful",1
"forgetfulness",1
"forgets",1
"forgie",1
"forks",1
"forlorn",1
"formal",1
"formally",1
"forrard",1
"forsaken",1
"forthwith",1
"fortunate",1
"fortunes",1
"fostered",1
"fourth",1
"fowks",1
"fowld",1
"fowling",1
"fox",1
"fractions",1
"fragile",1
"fragrant",1
"frail",1
"framing",1
"fraternal",1
"freeing",1
"freer",1
"frenzied",1
"fresher",1
"fretfully",1
"frets",1
"fretting",1
"friendlessness",1
"frightening",1
"frightens",1
"fringes",1
"frittering",1
"frothing",1
"frozen",1
"frying",1
"fugitives",1
"fulfilment",1
"fulness",1
"fungus",1
"furnace",1
"furnish",1
"furred",1
"furs",1
"furze",1
"gable",1
"gadding",1
"gaining",1
"gaiters",1
"gallon",1
"gallops",1
"galloway",1
"gaming",1
"ganging",1
"gangs",1
"gaoler",1
"gapingly",1
"gaps",1
"garb",1
"gardens",1
"garment",1
"garrets",1
"gasp",1
"gates",1
"gathers",1
"gaudily",1
"gauged",1
"gaumless",1
"gauze",1
"generality",1
"generosity",1
"gentlemanly",1
"gentry",1
"ghoul",1
"ghoulish",1
"gibberish",1
"giddiness",1
"giddy",1
"gies",1
"gift",1
"giggled",1
"gimmerden",1
"gin",1
"gingerbread",1
"girlhood",1
"girls",1
"girn",1
"girned",1
"girning",1
"girt",1
"gives",1
"gladdened",1
"gladness",1
"glared",1
"glaring",1
"glee",1
"gleefully",1
"glees",1
"glens",1
"gliding",1
"glimpses",1
"glinting",1
"glisten",1
"glories",1
"glory",1
"glossy",1
"gloves",1
"glowered",1
"gnarl",1
"gnash",1
"gnashed",1
"gnasher",1
"goaded",1
"goblins",1
"goddess",1
"godless",1
"goodness",1
"goold",1
"goose",1
"gospel",1
"gossiping",1
"gouge",1
"graceless",1
"gracious",1
"gradual",1
"grain",1
"grandest",1
"grant",1
"granted",1
"grappling",1
"grasps",1
"grassy",1
"grat",1
"grated",1
"grateful",1
"grates",1
"graver",1
"gravestones",1
"graze",1
"grazed",1
"greet",1
"greyer",1
"greyhound",1
"grievous",1
"grievously",1
"griffins",1
"grimace",1
"grimaces",1
"grimalkin",1
"grind",1
"grinds",1
"grinned",1
"grinning",1
"grooms",1
"grotesque",1
"group",1
"grovel",1
"grovelled",1
"growling",1
"growth",1
"grudge",1
"grudged",1
"gruff",1
"gruffly",1
"gruffness",1
"grumblings",1
"guarded",1
"guarding",1
"guards",1
"guests",1
"guffaw",1
"guidance",1
"guides",1
"guilp",1
"guiltily",1
"guiltless",1
"guilty",1
"gullet",1
"gusto",1
"gusty",1
"guttural",1
"hag",1
"haggardness",1
"hahsiver",1
"hahsomdiver",1
"hailed",1
"hailing",1
"hairbreadths",1
"haired",1
"hairy",1
"hale",1
"halloed",1
"halting",1
"ham",1
"hammer",1
"hammers",1
"handful",1
"handiwork",1
"handsomest",1
"hanged",1
"hankerchir",1
"happening",1
"harboured",1
"hardihood",1
"hardy",1
"harebells",1
"hark",1
"harmed",1
"harming",1
"harmlessly",1
"harmonized",1
"harped",1
"harried",1
"hasped",1
"hasten",1
"hauding",1
"haughtier",1
"haulf",1
"haunts",1
"hause",1
"haven",1
"havoc",1
"hayfield",1
"hazarding",1
"hazels",1
"hazy",1
"headforemost",1
"headstones",1
"healthier",1
"heaped",1
"heaping",1
"hearsay",1
"heartbroken",1
"hearthstun",1
"heartiness",1
"heartlessness",1
"heathen",1
"heathenism",1
"heating",1
"heave",1
"heavens",1
"heavier",1
"heaviest",1
"hector",1
"hed",1
"heed",1
"heeding",1
"heedless",1
"heifers",1
"heirs",1
"helmet",1
"helping",1
"hend",1
"herbs",1
"heretofore",1
"heroine",1
"herrings",1
"hesitating",1
"hesitatingly",1
"hesitation",1
"heterodox",1
"heu",1
"hieroglyphics",1
"highest",1
"highways",1
"hilarity",1
"hillock",1
"hillocks",1
"hilly",1
"hindering",1
"hips",1
"hired",1
"hiring",1
"hitting",1
"hive",1
"hives",1
"hivin",1
"ho",1
"hoard",1
"hoary",1
"holds",1
"holes",1
"holier",1
"hollowness",1
"hollows",1
"holly",1
"homeward",1
"homily",1
"honey",1
"honeymoon",1
"honoured",1
"honours",1
"hoops",1
"hopefully",1
"hopeless",1
"hopelessly",1
"horizontal",1
"horizontally",1
"hostess",1
"hostilities",1
"hostility",1
"hottest",1
"houseless",1
"housesteps",1
"housewife",1
"hovel",1
"hovered",1
"hovering",1
"howsiver",1
"hue",1
"hug",1
"hugged",1
"humility",1
"hundreds",1
"hunter",1
"hunting",1
"hurl",1
"hurtful",1
"husbands",1
"hysterical",1
"icicle",1
"icily",1
"icy",1
"ideal",1
"idiotic",1
"idiots",1
"idols",1
"ignominious",1
"ii",1
"iii",1
"illnesses",1
"illumined",1
"illusion",1
"illusions",1
"imagines",1
"imbecile",1
"immeasurably",1
"imminent",1
"imminently",1
"immolation",1
"immortal",1
"imp",1
"impalpable",1
"imparted",1
"imparting",1
"impassable",1
"imperceptibly",1
"imperfect",1
"imperious",1
"imperiously",1
"implements",1
"implore",1
"imploringly",1
"implying",1
"import",1
"important",1
"importation",1
"importunate",1
"importunately",1
"importuned",1
"importunity",1
"imposed",1
"imprecations",1
"imprisoned",1
"improper",1
"improving",1
"imps",1
"inadequacy",1
"inadequate",1
"inanimate",1
"inattention",1
"inaudible",1
"incapability",1
"incapacitated",1
"incapacity",1
"incautiously",1
"incessantly",1
"incipient",1
"incitement",1
"includes",1
"including",1
"incoherent",1
"incomprehensible",1
"inconsideration",1
"inconvenience",1
"inconvenienced",1
"incorporeal",1
"increases",1
"incredible",1
"incredulous",1
"incur",1
"indentations",1
"indian",1
"indicating",1
"indications",1
"indicative",1
"indies",1
"indigenae",1
"indigo",1
"indiscretion",1
"indiscretions",1
"indispensable",1
"indisposition",1
"indistinctly",1
"individuals",1
"indolence",1
"indoor",1
"indulgences",1
"indulging",1
"industry",1
"inefficient",1
"inexperienced",1
"inexpressible",1
"infamous",1
"infantile",1
"infatuation",1
"inferior",1
"inferiority",1
"infinite",1
"infinitely",1
"inflexions",1
"inflicted",1
"inflictor",1
"informing",1
"infringement",1
"ingenuity",1
"inhabit",1
"inhabitants",1
"inherited",1
"inhospitality",1
"inhumanity",1
"initiatory",1
"injudicious",1
"injunctions",1
"inmate",1
"inn",1
"innate",1
"innuendoes",1
"innumerable",1
"inquisitive",1
"inquisitively",1
"inroads",1
"insanity",1
"inscribed",1
"inserting",1
"insipid",1
"insisting",1
"inspected",1
"inspecting",1
"inspection",1
"inspector",1
"install",1
"instanced",1
"instantaneously",1
"instil",1
"instructors",1
"instruments",1
"insufferable",1
"insure",1
"intelligible",1
"intensest",1
"intentions",1
"intentness",1
"intercepted",1
"intercepting",1
"intercommunication",1
"intercourse",1
"interdict",1
"interim",1
"interior",1
"interloper",1
"intermeddling",1
"interment",1
"intermission",1
"internally",1
"interpose",1
"interpret",1
"interpreter",1
"interpreting",1
"interred",1
"interrupt",1
"interruptions",1
"interspersed",1
"intimated",1
"intimately",1
"intolerable",1
"intolerance",1
"intoxicated",1
"intractable",1
"introduced",1
"introducing",1
"introductory",1
"intruded",1
"intrusions",1
"invaded",1
"invading",1
"invariable",1
"invented",1
"invention",1
"investing",1
"inveterate",1
"invoked",1
"invokes",1
"involuntary",1
"involving",1
"irefully",1
"irks",1
"irksome",1
"ironed",1
"ironing",1
"irrational",1
"irrationality",1
"irregular",1
"irregularly",1
"irresolutely",1
"irrevocably",1
"irritating",1
"isabel",1
"island",1
"issuing",1
"iteration",1
"iv",1
"ix",1
"jacket",1
"jade",1
"january",1
"jargon",1
"jealously",1
"jealousy",1
"jenny",1
"jerking",1
"jesting",1
"jet",1
"jewel",1
"jocks",1
"joining",1
"joins",1
"joke",1
"joked",1
"jokes",1
"jonah",1
"journeying",1
"judas",1
"jugs",1
"junior",1
"justified",1
"justly",1
"jutted",1
"jutting",1
"kicker",1
"kicks",1
"kidnapped",1
"kills",1
"kindest",1
"kindle",1
"kindliness",1
"kindred",1
"kinds",1
"kingdom",1
"kingdoms",1
"kinsman",1
"knack",1
"knave",1
"knighthood",1
"knitted",1
"knocks",1
"knot",1
"knotted",1
"labourers",1
"labouring",1
"labours",1
"laced",1
"lachrymose",1
"lacked",1
"laiking",1
"lain",1
"lair",1
"laith",1
"lamed",1
"lamentable",1
"lamentation",1
"lamented",1
"lamenting",1
"landed",1
"landing",1
"landmarks",1
"lane",1
"lang",1
"langs",1
"lankly",1
"lanthern",1
"laps",1
"lapsed",1
"lapwings",1
"larches",1
"larger",1
"larning",1
"lascar",1
"lasts",1
"later",1
"latest",1
"lath",1
"latitude",1
"lauded",1
"laughs",1
"launched",1
"lave",1
"lavish",1
"lavishing",1
"lawful",1
"laws",1
"leads",1
"league",1
"leagued",1
"leaned",1
"leap",1
"leaping",1
"lear",1
"learns",1
"lectures",1
"leeches",1
"lees",1
"leg",1
"legally",1
"legged",1
"legion",1
"legions",1
"legitimate",1
"lengthened",1
"lengthening",1
"lengths",1
"leniently",1
"lesson",1
"lets",1
"leveret",1
"levers",1
"levity",1
"liberal",1
"liberating",1
"liberties",1
"licking",1
"lifeless",1
"lifetime",1
"lig",1
"lightened",1
"lightening",1
"lightest",1
"lightly",1
"lightning",1
"liker",1
"likker",1
"lilac",1
"lilting",1
"limit",1
"limping",1
"lineage",1
"lined",1
"linen",1
"ling",1
"linked",1
"linnets",1
"lisping",1
"listener",1
"listlessness",1
"lit",1
"literally",1
"literary",1
"litter",1
"liveliness",1
"liver",1
"loaded",1
"loading",1
"lobbies",1
"locket",1
"lodging",1
"lodgings",1
"loft",1
"lonelier",1
"loneliness",1
"looker",1
"looped",1
"looping",1
"loosed",1
"lore",1
"loses",1
"losses",1
"loth",1
"lots",1
"lottery",1
"lounged",1
"lounging",1
"lovers",1
"lowering",1
"loyal",1
"luckily",1
"lug",1
"lumps",1
"lunatic",1
"lungs",1
"lurked",1
"lurks",1
"lustre",1
"lusty",1
"luxuriant",1
"ly",1
"madder",1
"madling",1
"magically",1
"magisterial",1
"magpie",1
"maiden",1
"main",1
"maintaining",1
"maintains",1
"maintenance",1
"maisters",1
"malappropriated",1
"malefactors",1
"malignantly",1
"malt",1
"management",1
"mane",1
"manhood",1
"mania",1
"maniac",1
"manifestation",1
"manifestations",1
"manly",1
"manoeuvres",1
"manual",1
"manuscript",1
"marched",1
"marching",1
"mare",1
"marking",1
"martyrs",1
"marvel",1
"marvelled",1
"marvelling",1
"mass",1
"mat",1
"match",1
"matches",1
"materials",1
"matronly",1
"matthew",1
"mattocks",1
"mattress",1
"mature",1
"maturity",1
"mawkish",1
"maxillary",1
"meanest",1
"measles",1
"measuring",1
"meat",1
"meddling",1
"mediation",1
"medical",1
"meditate",1
"meditative",1
"medium",1
"meek",1
"meeterly",1
"mells",1
"melting",1
"member",1
"members",1
"memoranda",1
"memories",1
"mended",1
"mending",1
"mentioning",1
"mentions",1
"merchant",1
"merest",1
"merit",1
"methodist",1
"methodists",1
"mew",1
"michaelmas",1
"mightily",1
"migrated",1
"mildewed",1
"mildness",1
"miller",1
"million",1
"milo",1
"mincing",1
"minds",1
"ministering",1
"minor",1
"minutely",1
"minx",1
"mire",1
"misanthropical",1
"misanthropist",1
"misanthropists",1
"misbehaviour",1
"miscreants",1
"misdoubting",1
"misfortunes",1
"misguided",1
"misplaced",1
"mispronunciations",1
"missing",1
"mista",1
"mistakes",1
"mistaking",1
"mistrusting",1
"misunderstood",1
"misused",1
"mither",1
"mitigated",1
"mitigating",1
"mixed",1
"mixture",1
"moan",1
"moans",1
"modelled",1
"moderate",1
"modern",1
"moisture",1
"molest",1
"moments",1
"monomania",1
"monopolised",1
"monopolising",1
"monotonous",1
"monsters",1
"moodily",1
"moody",1
"mools",1
"moonbeam",1
"moons",1
"moped",1
"moralising",1
"morally",1
"morbid",1
"morsels",1
"mortally",1
"mortgagee",1
"mortified",1
"mortifying",1
"mossy",1
"mostly",1
"moths",1
"motioning",1
"motives",1
"mound",1
"mounts",1
"mourn",1
"mourned",1
"mournful",1
"mournfully",1
"moveable",1
"muckying",1
"mugs",1
"mule",1
"mulled",1
"multiply",1
"multitudes",1
"mumbled",1
"mumbling",1
"mummy",1
"munching",1
"munificent",1
"munn",1
"murderers",1
"murderess",1
"murderous",1
"murmuring",1
"murthering",1
"muse",1
"musical",1
"musingly",1
"musn",1
"mustered",1
"mustering",1
"musty",1
"mutely",1
"mutter",1
"mutton",1
"mysteries",1
"mysterious",1
"mystery",1
"naked",1
"nameless",1
"nap",1
"narrator",1
"native",1
"naughtiness",1
"nausea",1
"ne",1
"neared",1
"neat",1
"necessarily",1
"necessities",1
"neckerchief",1
"needles",1
"needs",1
"neglecting",1
"negotiated",1
"negus",1
"neive",1
"nephews",1
"nerve",1
"nerveless",1
"nervous",1
"nervously",1
"nervousness",1
"nestling",1
"neutralised",1
"nicest",1
"nicety",1
"nick",1
"nigh",1
"nimbly",1
"ninny",1
"nivir",1
"noah",1
"nobility",1
"noble",1
"noises",1
"noisily",1
"noisy",1
"nostril",1
"notable",1
"nourish",1
"nourishment",1
"november",1
"nudged",1
"nuisance",1
"nursling",1
"nurture",1
"nut",1
"oaks",1
"oat",1
"oatcakes",1
"oaths",1
"oatmeal",1
"oats",1
"obdurate",1
"obedient",1
"obeying",1
"obeys",1
"objections",1
"obleeged",1
"obliterated",1
"oblivion",1
"obscurely",1
"obscurity",1
"observable",1
"observations",1
"obstacle",1
"obstinacy",1
"obtained",1
"obtaining",1
"obtrusive",1
"occupant",1
"occurrence",1
"occurs",1
"ocean",1
"odour",1
"offend",1
"offers",1
"oftener",1
"oho",1
"oil",1
"omen",1
"ominous",1
"ongoings",1
"onst",1
"onybody",1
"opponent",1
"opportunely",1
"opportunities",1
"oppose",1
"opposed",1
"oppressions",1
"oppressive",1
"oranges",1
"origin",1
"original",1
"orison",1
"orisons",1
"orphan",1
"ortherings",1
"ostler",1
"ousels",1
"outcry",1
"outdoor",1
"outlive",1
"outmatched",1
"outrage",1
"outrageous",1
"outweighs",1
"outworks",1
"oven",1
"overcome",1
"overcoming",1
"overdone",1
"overforwardly",1
"overhearing",1
"overlaid",1
"overlook",1
"overlooked",1
"overpass",1
"overreach",1
"owe",1
"owes",1
"owld",1
"owned",1
"owners",1
"owt",1
"oyster",1
"pacify",1
"pacing",1
"pained",1
"paint",1
"palace",1
"palaver",1
"palms",1
"pane",1
"papered",1
"papers",1
"paragon",1
"paragraph",1
"pardonable",1
"pared",1
"parentage",1
"parings",1
"parlours",1
"parrying",1
"partake",1
"partially",1
"passages",1
"passes",1
"passionless",1
"passive",1
"pastor",1
"paternal",1
"paternity",1
"pathos",1
"paths",1
"patriarchs",1
"patted",1
"pattering",1
"pattern",1
"paul",1
"pavement",1
"paving",1
"paw",1
"paws",1
"pawsed",1
"pays",1
"peaceful",1
"pearl",1
"pears",1
"peaty",1
"pebble",1
"peculiarity",1
"peculiarly",1
"peeping",1
"peer",1
"peg",1
"penance",1
"pendent",1
"penetralium",1
"penning",1
"penny",1
"per",1
"perceives",1
"perceptible",1
"peremptory",1
"perform",1
"perfuming",1
"perilous",1
"perils",1
"perishable",1
"perishing",1
"permitting",1
"perpetually",1
"perplexities",1
"persecuting",1
"persecutions",1
"persecutor",1
"persevere",1
"persevering",1
"personally",1
"personated",1
"personification",1
"personified",1
"perspicacity",1
"persuasions",1
"pert",1
"pertinaciously",1
"pertly",1
"peruse",1
"pervading",1
"perverseness",1
"perversity",1
"perverted",1
"peter",1
"petrified",1
"petting",1
"pettish",1
"pettishly",1
"pettishness",1
"petulant",1
"phalanx",1
"phantoms",1
"pharisee",1
"phase",1
"phases",1
"pheasant",1
"pheasants",1
"philosopher",1
"philosophical",1
"phlegm",1
"phrase",1
"phraseology",1
"physically",1
"piked",1
"pikes",1
"pile",1
"pilgrimage",1
"pillar",1
"pillows",1
"pills",1
"pinafores",1
"pincers",1
"pinches",1
"pined",1
"pines",1
"pinkness",1
"pitched",1
"pitchfork",1
"piteous",1
"pitiless",1
"pits",1
"pitying",1
"places",1
"placidly",1
"placing",1
"plagued",1
"plaid",1
"plank",1
"planned",1
"plase",1
"plash",1
"plateful",1
"platefuls",1
"plausible",1
"playfellow",1
"playfulness",1
"playmates",1
"plea",1
"pleasanter",1
"pledging",1
"plentiful",1
"plentifully",1
"pliable",1
"plight",1
"plisky",1
"plodding",1
"plot",1
"plotted",1
"plottered",1
"plump",1
"plundered",1
"plundering",1
"plunge",1
"poacher",1
"pocketful",1
"poetry",1
"poignant",1
"pointer",1
"poised",1
"poisoned",1
"poisoning",1
"poisonous",1
"policy",1
"pondering",1
"ponies",1
"poorer",1
"portended",1
"portions",1
"possessing",1
"possessor",1
"possibility",1
"postern",1
"postpone",1
"postponed",1
"potatoes",1
"pots",1
"pour",1
"pouting",1
"powders",1
"powers",1
"practicable",1
"practically",1
"practice",1
"practise",1
"practised",1
"praise",1
"praiseworthy",1
"prattled",1
"preach",1
"preached",1
"preacher",1
"preaching",1
"precarious",1
"precaution",1
"precautions",1
"precede",1
"precept",1
"precepts",1
"precincts",1
"precipitating",1
"precise",1
"precluded",1
"predecessor",1
"prejudice",1
"prejudiced",1
"prejudicial",1
"prematurely",1
"preparation",1
"preposterously",1
"preservation",1
"preserved",1
"preserving",1
"presiding",1
"pressing",1
"presumed",1
"presuming",1
"preterhuman",1
"preternaturally",1
"prettier",1
"prey",1
"price",1
"pricked",1
"primitive",1
"primrose",1
"prince",1
"princess",1
"principles",1
"print",1
"printer",1
"privileges",1
"probability",1
"process",1
"proclaimant",1
"procure",1
"profaned",1
"profiting",1
"profound",1
"profusely",1
"prognosticate",1
"progressed",1
"prohibition",1
"projected",1
"projecting",1
"prolong",1
"promising",1
"prompters",1
"prone",1
"pronouncing",1
"pronouns",1
"pronunciation",1
"prop",1
"propensity",1
"proportion",1
"propose",1
"proposes",1
"proposing",1
"propriety",1
"prose",1
"prosecute",1
"prospective",1
"prostrate",1
"protect",1
"protected",1
"protector",1
"protested",1
"protract",1
"proudly",1
"proves",1
"provident",1
"providential",1
"province",1
"provincial",1
"provincialisms",1
"provision",1
"provokes",1
"prowled",1
"proxy",1
"prudential",1
"psalmody",1
"public",1
"publicly",1
"puffed",1
"puffs",1
"pump",1
"punch",1
"punctually",1
"punishing",1
"purification",1
"purity",1
"purport",1
"pursuit",1
"pursuits",1
"puss",1
"puts",1
"puzzle",1
"pyramid",1
"quaker",1
"qualified",1
"quality",1
"quarrels",1
"quarries",1
"quart",1
"quarters",1
"quean",1
"quenched",1
"querulous",1
"questioner",1
"quicker",1
"quiescence",1
"quietest",1
"quietness",1
"quilt",1
"quivered",1
"quoting",1
"r",1
"rabbit",1
"rabid",1
"radiance",1
"rafters",1
"ragged",1
"raging",1
"rail",1
"rails",1
"rainbow",1
"rains",1
"raises",1
"raked",1
"rally",1
"rallying",1
"rambled",1
"ramblers",1
"ramparts",1
"ranges",1
"ranging",1
"rankled",1
"rankness",1
"ranks",1
"ransacked",1
"raptured",1
"rapturously",1
"rascally",1
"rascals",1
"ratified",1
"rating",1
"rattle",1
"rattling",1
"raves",1
"reads",1
"realisation",1
"reaming",1
"reaped",1
"reapers",1
"reappearing",1
"rearing",1
"reasoned",1
"rebel",1
"rebellion",1
"rebuffing",1
"recantation",1
"recapitulation",1
"receipt",1
"recently",1
"recesses",1
"recipient",1
"reciprocation",1
"reclining",1
"recluse",1
"recognising",1
"recoil",1
"recommence",1
"recounting",1
"recovery",1
"recriminate",1
"recurred",1
"reddened",1
"reddening",1
"redeemed",1
"redemption",1
"redoubled",1
"redoubling",1
"redounded",1
"reduced",1
"reed",1
"refastening",1
"reference",1
"referring",1
"refinement",1
"reflecting",1
"reflective",1
"reform",1
"reformed",1
"refresh",1
"refreshing",1
"refuses",1
"refute",1
"refuted",1
"regaining",1
"regardlessly",1
"regrets",1
"regretted",1
"reinstate",1
"reiterating",1
"reject",1
"rejecting",1
"rejoicing",1
"relax",1
"releasing",1
"relic",1
"relieve",1
"relished",1
"relishing",1
"relocking",1
"remarkable",1
"remarkably",1
"reminding",1
"remnant",1
"remorse",1
"remorselessly",1
"rendering",1
"renders",1
"renew",1
"rents",1
"repair",1
"repairing",1
"repassing",1
"repay",1
"repaying",1
"repayment",1
"repeal",1
"repelling",1
"repellingly",1
"repents",1
"replaced",1
"replacing",1
"reports",1
"reposed",1
"repossess",1
"representatives",1
"repress",1
"repressing",1
"reprimanded",1
"reproaches",1
"reproachful",1
"reproachfully",1
"reprove",1
"reprover",1
"reproving",1
"reprovingly",1
"reptile",1
"repulsed",1
"repulsing",1
"repulsiveness",1
"requesting",1
"requirements",1
"researches",1
"resentment",1
"reside",1
"resident",1
"resigned",1
"resolute",1
"resolutions",1
"resorted",1
"resorting",1
"resounded",1
"respectably",1
"respecting",1
"respired",1
"respite",1
"responsibility",1
"responsible",1
"responsively",1
"restlessly",1
"restoration",1
"restrain",1
"restrained",1
"restrains",1
"resulting",1
"resurrection",1
"retains",1
"retirement",1
"retiring",1
"retrace",1
"retracing",1
"retrieval",1
"retrieving",1
"revealing",1
"revelations",1
"revelling",1
"revenged",1
"revenging",1
"reverie",1
"reverting",1
"revisit",1
"revive",1
"revives",1
"revolted",1
"reward",1
"rheumatism",1
"riband",1
"ribbed",1
"ribbon",1
"richer",1
"richly",1
"ridden",1
"rider",1
"ridge",1
"ridicule",1
"ridiculing",1
"righteously",1
"rightly",1
"rigidly",1
"rigs",1
"ripening",1
"ripples",1
"roadside",1
"roamed",1
"roar",1
"roared",1
"roaring",1
"roasted",1
"roasting",1
"rob",1
"robbers",1
"rod",1
"rogue",1
"romantic",1
"rooted",1
"rotten",1
"roughly",1
"rounds",1
"rt",1
"rubbidge",1
"rudely",1
"ruffling",1
"ruined",1
"ruining",1
"ruling",1
"rullers",1
"rumbling",1
"rume",1
"rumes",1
"rummaged",1
"runaway",1
"runnings",1
"sack",1
"sacks",1
"sacrificed",1
"saddest",1
"saddled",1
"saddles",1
"safely",1
"safer",1
"safety",1
"sagacity",1
"sail",1
"sailors",1
"sall",1
"sallied",1
"sallow",1
"sallower",1
"salubrious",1
"salutation",1
"salutations",1
"saluted",1
"samples",1
"sanctimonious",1
"sanctum",1
"sane",1
"sang",1
"sarcastic",1
"sarcastically",1
"sartin",1
"sarve",1
"sarved",1
"satellites",1
"satisfactorily",1
"satisfactory",1
"sattan",1
"saturnine",1
"sauce",1
"saucepans",1
"saucers",1
"saucier",1
"saunter",1
"sauntering",1
"savages",1
"saving",1
"sayings",1
"scale",1
"scalping",1
"scamper",1
"scampering",1
"scandalous",1
"scared",1
"scares",1
"scattered",1
"scenery",1
"scenes",1
"scent",1
"scents",1
"sceptre",1
"scheme",1
"schemes",1
"schoolboy",1
"scintillating",1
"scissors",1
"sconces",1
"scooping",1
"scope",1
"scorns",1
"scoured",1
"scowling",1
"scowls",1
"scrambling",1
"scrape",1
"scraped",1
"scratching",1
"scrawled",1
"screen",1
"screws",1
"scroop",1
"scrubbed",1
"scrutinizing",1
"scutter",1
"scuttleful",1
"scuttles",1
"seal",1
"sealed",1
"seasoned",1
"seats",1
"seclusion",1
"secretly",1
"sections",1
"securely",1
"seearch",1
"seemly",1
"sees",1
"sententiously",1
"separating",1
"sermon",1
"sermonising",1
"sermons",1
"serpent",1
"serves",1
"serviceable",1
"serving",1
"ses",1
"settles",1
"seventeenth",1
"sever",1
"severity",1
"shaamed",1
"shaded",1
"shadowing",1
"shadowless",1
"shaft",1
"shalln",1
"shallow",1
"shameless",1
"sharing",1
"sharpen",1
"sharpness",1
"shattering",1
"shawlless",1
"sheaves",1
"sheets",1
"shells",1
"shew",1
"shied",1
"shielders",1
"shifting",1
"shilling",1
"shillings",1
"shimmering",1
"ship",1
"shirk",1
"shirt",1
"shivered",1
